2026-09-07T16:40:57+03:00 DRY       drafts/2026-09-07-triathlon-slab-guard-d1-facebook-organic.md · facebook-organic · 0 media · 'לא כל שדרוג באוסף חייב להיות קלף חדש. 🎨\nעכשיו יש לנו Slab Gu'
2026-09-07T16:40:57+03:00 BLOCKED   drafts/2026-09-07-triathlon-slab-guard-d2-instagram-story.md · no hosted media URL for Instagram
2026-09-08T12:30:11+03:00 PUBLISHED drafts/2026-09-07-triathlon-slab-guard-d1-facebook-organic.md · https://www.facebook.com/1361507090367793_122104499259462789
2026-09-08T20:30:17+03:00 PUBLISHED drafts/2026-09-07-triathlon-slab-guard-d1-instagram-feed.md · https://www.instagram.com/p/DdCOeq7jJN3/
2026-09-09T12:30:03+03:00 BLOCKED   drafts/2026-09-07-triathlon-slab-guard-d2-instagram-story.md · asset missing on disk: ['d2-story-f2.jpg', 'd2-story-f3.jpg']
2026-09-09T12:50:02+03:00 BLOCKED   drafts/2026-09-07-triathlon-slab-guard-d2-instagram-story.md · asset missing on disk: ['d2-story-f2.jpg', 'd2-story-f3.jpg']
2026-09-09T13:14:06+03:00 DRY       drafts/2026-09-07-triathlon-slab-guard-d2-instagram-story.md · instagram-story · 3 local / 0 hosted · 'פריים 1: מגדילים אוסף? 👀\nפריים 2: 3 יחידות Slab Guard ומעלה '
2026-09-09T20:30:08+03:00 PUBLISHED drafts/2026-08-04-slab-guard-launch-facebook-organic.md · https://www.facebook.com/1361507090367793_122105658627462789
2026-09-09T20:30:08+03:00 MISSED  drafts/2026-09-07-triathlon-slab-guard-d2-instagram-story.md (was due 2026-09-09T12:30:00+03:00)
2026-09-09T20:30:14+03:00 PUBLISHED drafts/2026-09-07-triathlon-slab-guard-d2-facebook-organic.md · https://www.facebook.com/1361507090367793_122105658705462789
2026-09-09T20:50:02+03:00 MISSED  drafts/2026-09-07-triathlon-slab-guard-d2-instagram-story.md (was due 2026-09-09T12:30:00+03:00)
2026-09-10T12:30:02+03:00 MISSED  drafts/2026-09-07-triathlon-slab-guard-d2-instagram-story.md (was due 2026-09-09T12:30:00+03:00)
2026-09-10T12:30:16+03:00 PUBLISHED drafts/2026-09-07-triathlon-slab-guard-d3-instagram-feed.md · https://www.instagram.com/p/DdGhIgkF7cY/
2026-09-10T12:50:02+03:00 MISSED  drafts/2026-09-07-triathlon-slab-guard-d2-instagram-story.md (was due 2026-09-09T12:30:00+03:00)
2026-09-10T20:30:01+03:00 BLOCKED   drafts/2026-08-04-slab-guard-launch-instagram-story.md · no media for Instagram
2026-09-10T20:30:01+03:00 MISSED  drafts/2026-09-07-triathlon-slab-guard-d2-instagram-story.md (was due 2026-09-09T12:30:00+03:00)
2026-09-10T20:30:33+03:00 ERROR     drafts/2026-09-07-triathlon-slab-guard-d3-instagram-story.md · IG container error: {'status_code': 'ERROR', 'status': 'Error: Media upload has failed with error code 2207076', 'id': '18124268305880670'}
2026-09-10T20:50:01+03:00 BLOCKED   drafts/2026-08-04-slab-guard-launch-instagram-story.md · no media for Instagram
2026-09-10T20:50:01+03:00 MISSED  drafts/2026-09-07-triathlon-slab-guard-d2-instagram-story.md (was due 2026-09-09T12:30:00+03:00)
2026-09-10T20:50:26+03:00 ERROR     drafts/2026-09-07-triathlon-slab-guard-d3-instagram-story.md · IG container error: {'status_code': 'ERROR', 'status': 'Error: Media upload has failed with error code 2207076', 'id': '18124270144880670'}
2026-09-11T12:30:05+03:00 MISSED  drafts/2026-08-04-slab-guard-launch-instagram-story.md (was due 2026-09-10T20:30:00+03:00)
2026-09-11T12:30:05+03:00 MISSED  drafts/2026-09-07-triathlon-slab-guard-d2-instagram-story.md (was due 2026-09-09T12:30:00+03:00)
2026-09-11T12:30:05+03:00 MISSED  drafts/2026-09-07-triathlon-slab-guard-d3-instagram-story.md (was due 2026-09-10T20:30:00+03:00)
2026-09-11T12:50:01+03:00 MISSED  drafts/2026-08-04-slab-guard-launch-instagram-story.md (was due 2026-09-10T20:30:00+03:00)
2026-09-11T12:50:01+03:00 MISSED  drafts/2026-09-07-triathlon-slab-guard-d2-instagram-story.md (was due 2026-09-09T12:30:00+03:00)
2026-09-11T12:50:01+03:00 MISSED  drafts/2026-09-07-triathlon-slab-guard-d3-instagram-story.md (was due 2026-09-10T20:30:00+03:00)
2026-09-11T20:30:02+03:00 BLOCKED   drafts/2026-08-04-slab-guard-launch-instagram-feed.md · no media for Instagram
2026-09-11T20:30:02+03:00 MISSED  drafts/2026-08-04-slab-guard-launch-instagram-story.md (was due 2026-09-10T20:30:00+03:00)
2026-09-11T20:30:02+03:00 MISSED  drafts/2026-09-07-triathlon-slab-guard-d2-instagram-story.md (was due 2026-09-09T12:30:00+03:00)
2026-09-11T20:30:02+03:00 MISSED  drafts/2026-09-07-triathlon-slab-guard-d3-instagram-story.md (was due 2026-09-10T20:30:00+03:00)
2026-09-11T20:50:02+03:00 BLOCKED   drafts/2026-08-04-slab-guard-launch-instagram-feed.md · no media for Instagram
2026-09-11T20:50:02+03:00 MISSED  drafts/2026-08-04-slab-guard-launch-instagram-story.md (was due 2026-09-10T20:30:00+03:00)
